id,kingdom,phylum,class,order,family,genus,scientific_name,taxonomic_authority,infra_rank,infra_name,category,common_name
31583,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA OREOPHILA,RIDLEY,NULL,NULL,LR/LC,NULL
31584,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA ORITES,RIDLEY,NULL,NULL,LR/CD,NULL
31585,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA PAHANGENSIS,RIDLEY,NULL,NULL,LR/CD,NULL
31586,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA PALLIDULA,RIDLEY,NULL,NULL,VU,NULL
31587,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA PEARSONIANA,KING,NULL,NULL,LR/CD,NULL
31588,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA PERAKENSIS,KING,NULL,NULL,LR/LC,NULL
31589,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA PERGAMENTACEA,KING,NULL,NULL,LR/LC,NULL
31590,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA POLITA,KING,NULL,NULL,LR/LC,NULL
31591,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA PRAESTIGIOSA,M.R. HENDERSON,NULL,NULL,DD,NULL
31592,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA PRAINIANA,KING,NULL,NULL,LR/LC,NULL
31593,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA PSEUDOCLAVIFLORA,M.R. HENDERSON,NULL,NULL,VU,NULL
31594,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA QUADRATA,KING,NULL,NULL,VU,NULL
31595,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA QUADRIBRACTEATA,HEND.,NULL,NULL,LR/LC,NULL
31596,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA RHOMBOIDEA,RIDLEY,NULL,NULL,VU,NULL
31597,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA ROSTADONIS,RIDLEY,NULL,NULL,DD,NULL
31598,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA SCALARINERVIS,KING,NULL,NULL,CR,NULL
31599,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA SETOSA,KING,NULL,NULL,VU,NULL
31600,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA SWETTENHAMIANA,KING,NULL,NULL,VU,NULL
31601,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA SYMINGTONIANA,M.R. HENDERSON,NULL,NULL,LR/LC,NULL
31602,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA TAHANENSIS,RIDLEY,NULL,NULL,LR/CD,NULL
31603,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA TAIPINGENSIS,M.R. HENDERSON,NULL,NULL,EN,NULL
31604,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA TECTA,KING,NULL,NULL,LR/CD,NULL
31605,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA TEKUENSIS,M.R. HENDERSON,NULL,NULL,LR/CD,NULL
31606,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA TIUMANENSIS,RIDLEY,NULL,NULL,VU,NULL
31607,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA VARIOLOSA,KING,NULL,NULL,LR/LC,NULL
31608,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA WATSONIANA,M.R. HENDERSON,NULL,NULL,LR/CD,NULL
31609,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA WRAYI,KING,NULL,NULL,LR/LC,NULL
31610,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,PSEUDOEUGENIA,PSEUDOEUGENIA PERAKIANA,SCORT.,NULL,NULL,LR/LC,NULL
31611,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,ANNONA,ANNONA CRISTALENSIS,(ALAIN) BORHIDI AND MONCADA,NULL,NULL,VU,NULL
31612,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,ANNONA,ANNONA EKMANII,R.E.FR.,NULL,NULL,VU,NULL
31613,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,PSEUDOEUGENIA,PSEUDOEUGENIA TENUIFOLIA,RIDLEY,NULL,NULL,EN,NULL
31614,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,TRISTANIOPSIS,TRISTANIOPSIS RAZAKIANA,(KOCHUMMEN) PETER G.WILSON AND J.T.WATERH.,NULL,NULL,LR/CD,NULL
31615,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,OLEACEAE,CHIONANTHUS,CHIONANTHUS CAUDIFOLIUS,(RIDLEY) KIEW,NULL,NULL,LR/CD,NULL
31616,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,OLEACEAE,CHIONANTHUS,CHIONANTHUS LANCIFOLIUS,(RIDLEY) KIEW,NULL,NULL,LR/CD,NULL
31617,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,OLEACEAE,CHIONANTHUS,CHIONANTHUS SPICIFERUS,(RIDLEY) KIEW,NULL,NULL,VU,NULL
31618,PLANTAE,TRACHEOPHYTA,PINOPSIDA,PINALES,CUPRESSACEAE,JUNIPERUS,JUNIPERUS SAXICOLA,BRITTON AND P.WILSON,NULL,NULL,CR,SABINA
31619,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,XYLOPIA,XYLOPIA EKMANII,R.E.FR.,NULL,NULL,VU,NULL
31620,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,HERNANDIACEAE,HERNANDIA,HERNANDIA CUBENSIS,GRISEB.,NULL,NULL,CR,NULL
31621,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ROSALES,MORACEAE,FICUS,FICUS MEIZONOCHLAMYS,ROSSB.,NULL,NULL,EN,NULL
31622,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAURALES,LAURACEAE,CINNAMOMUM,CINNAMOMUM CAPPARA-CORONDE,BLUME,NULL,NULL,VU,NULL
31623,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,THEACEAE,POLYSPORA,POLYSPORA HIRTELLA,"(RIDL.) OREL, PETER G.WILSON, CURRY AND LUU",NULL,NULL,DD,NULL
31624,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,THEACEAE,POLYSPORA,POLYSPORA MAINGAYI,"(DYER) OREL, PETER G.WILSON, CURRY AND LUU",NULL,NULL,LC,NULL
31625,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,THEACEAE,POLYSPORA,POLYSPORA MULTINERVIS,"(KING) OREL, PETER G.WILSON, CURRY AND LUU",NULL,NULL,LC,NULL
31626,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,THEACEAE,GORDONIA,GORDONIA PENANGENSIS,RIDLEY,NULL,NULL,VU,NULL
31627,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,THEACEAE,POLYSPORA,POLYSPORA SCORTECHINII,"(KING) OREL, PETER G.WILSON, CURRY AND LUU",NULL,NULL,CR,NULL
31628,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,THEACEAE,POLYSPORA,POLYSPORA TAIPINGENSIS,"(BURKILL) OREL, PETER G.WILSON, CURRY AND LUU",NULL,NULL,NT,NULL
31629,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,NYCTAGINACEAE,NEEA,NEEA EKMANII,HEIMERL,NULL,NULL,EN,NULL
31630,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CARYOPHYLLALES,NYCTAGINACEAE,PISONIA,PISONIA EKMANI,HEIMERL,NULL,NULL,EN,NULL
31631,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,SALICACEAE,LUNANIA,LUNANIA DODECANDRA,C.WRIGHT EX GRISEB.,NULL,NULL,EN,NULL
31632,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,SALICACEAE,LUNANIA,LUNANIA ELONGATA,BRITTON AND P.WILSON,NULL,NULL,EN,NULL
31633,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,ERICALES,SAPOTACEAE,CHRYSOPHYLLUM,CHRYSOPHYLLUM CLARAENSE,URBAN,NULL,NULL,CR,NULL
31634,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,CARPODIPTERA,CARPODIPTERA MIRABILIS,BISSE,NULL,NULL,CR,NULL
31635,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,MALVACEAE,CARPODIPTERA,CARPODIPTERA OPHITICOLA,BISSE,NULL,NULL,EN,NULL
31636,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,CNIDOSCOLUS,CNIDOSCOLUS FRAGRANS,(H.B. K.) POHL,NULL,NULL,EX,NULL
31637,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,CNIDOSCOLUS,CNIDOSCOLUS MATOSII,LEÓN,NULL,NULL,EN,NULL
31638,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,EUPHORBIACEAE,CNIDOSCOLUS,CNIDOSCOLUS RANGEL,(M.GÓMEZ) MCVAUGH,NULL,NULL,EN,NULL
31639,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,PHYLLANTHACEAE,HIERONIMA,HIERONIMA CRASSISTIPULA,URBAN,NULL,NULL,CR,NULL
31640,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,DICHAPETALACEAE,TAPURA,TAPURA ORBICULARIS,EKMAN EX URB.,NULL,NULL,VU,NULL
31641,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALVALES,THYMELAEACEAE,DAPHNOPSIS,DAPHNOPSIS CALCICOLA,EKMAN,NULL,NULL,VU,NULL
31642,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,VACHELLIA,VACHELLIA BELAIRIOIDES,(URB.) SEIGLER AND EBINGER,NULL,NULL,CR,NULL
31643,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,VACHELLIA,VACHELLIA DAEMON,(EKMAN AND URB.) SEIGLER AND EBINGER,NULL,NULL,EN,NULL
31644,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,VACHELLIA,VACHELLIA ROIGII,(LEÓN) SEIGLER AND EBINGER,NULL,NULL,CR,NULL
31645,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,VACHELLIA,VACHELLIA ZAPATENSIS,(URB. AND EKMAN) SEIGLER AND EBINGER,NULL,NULL,EN,NULL
31646,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,PITHECELLOBIUM,PITHECELLOBIUM SAVANNARUM,BRITTON,NULL,NULL,VU,NULL
31647,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,CYNOMETRA,CYNOMETRA CUBENSIS,A.RICH.,NULL,NULL,EN,NULL
31648,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ATELEIA,ATELEIA SALICIFOLIA,MOHLENBR.,NULL,NULL,VU,NULL
31649,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,BELAIRIA,BELAIRIA PARVIFOLIA,BRITTON,NULL,NULL,VU,NULL
31650,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,ERYTHRINA,ERYTHRINA ELENAE,R.A.HOWARD AND W.R.BRIGGS,NULL,NULL,VU,NULL
31651,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FABALES,FABACEAE,HARPALYCE,HARPALYCE MAISIANA,LEÓN AND ALAIN,NULL,NULL,VU,NULL
31652,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,MYRCIA,MYRCIA ARENICOLA,(URB.) Z.ACOSTA AND K.SAMRA,NULL,NULL,CR,NULL
31653,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,MYRCIA,MYRCIA FLAVOVIRIDIS,(URB.) Z.ACOSTA AND K.SAMRA,NULL,NULL,CR,NULL
31654,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,MYRCIA,MYRCIA POLYNEURA,(URB.) BORHIDI,NULL,NULL,VU,NULL
31655,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,MYRCIA,MYRCIA POZASIANA,(URB.) Z.ACOSTA AND K.SAMRA,NULL,NULL,CR,NULL
31656,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,MYRCIA,MYRCIA ADUNCA,Z.ACOSTA AND K.SAMRA,NULL,NULL,EN,NULL
31657,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA ACEITILLO,URBAN,NULL,NULL,EN,NULL
31658,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA ACUNAI,ALAIN,NULL,NULL,EN,NULL
31659,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA ACUTISSIMA,URBAN AND EKMAN,NULL,NULL,CR,NULL
31660,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA BAYATENSIS,URBAN,NULL,NULL,EN,NULL
31661,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,EUGENIA,EUGENIA EXCISA,URBAN,NULL,NULL,EN,NULL
31662,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,PIMENTA,PIMENTA CAINITOIDES,(URBAN) BURRET,NULL,NULL,VU,NULL
31663,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,KROKIA,KROKIA PILOTOANA,(URBAN) BORH.,NULL,NULL,VU,NULL
31664,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,MOZARTIA,MOZARTIA EMARGINATA,MOLD.,NULL,NULL,EN,NULL
31665,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,MOZARTIA,MOZARTIA MANACALENSIS,(URBAN) URBAN,NULL,NULL,EN,NULL
31666,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,MYRTUS,MYRTUS CLARAENSIS,(URBAN) BISSE,NULL,NULL,CR,NULL
31667,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,PLINIA,PLINIA RUPESTRIS,EKMAN AND URBAN,NULL,NULL,CR,NULL
31668,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MYRTACEAE,PSIDIUM,PSIDIUM HAVANENSE,URBAN,NULL,NULL,EN,NULL
31669,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,HENRIETTEA,HENRIETTEA PUNCTATA,(GRISEB.) M.GÓMEZ,NULL,NULL,VU,NULL
31670,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,HENRIETTEA,HENRIETTEA SQUAMATA,(ALAIN) ALAIN,NULL,NULL,VU,NULL
31671,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,MICONIA,MICONIA PERELEGANS,URB.,NULL,NULL,VU,NULL
31672,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,PACHYANTHUS,PACHYANTHUS PEDICELLATUS,URB.,NULL,NULL,LR/NT,NULL
31673,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MYRTALES,MELASTOMATACEAE,TETRAZYGIA,TETRAZYGIA ELEGANS,URB.,NULL,NULL,VU,NULL
31674,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,AMYRIS,AMYRIS POLYMORPHA,URB.,NULL,NULL,VU,NULL
31675,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,ANGOSTURA,ANGOSTURA OSSANA,(DC.) BEURTON,NULL,NULL,EX,QUINA DEL PAÍS
31676,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,RUTACEAE,HELIETTA,HELIETTA GLAUCESCENS,URB.,NULL,NULL,EN,NULL
31677,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,MELIACEAE,TRICHILIA,TRICHILIA PUNGENS,URBAN,NULL,NULL,EN,EBANO AMARILLO
31678,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,ALLOPHYLUS,ALLOPHYLUS ROIGII,LIPPOLD,NULL,NULL,VU,NULL
31679,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SAPINDALES,SAPINDACEAE,EUCHORIUM,EUCHORIUM CUBENSE,EKMAN AND RADLK.,NULL,NULL,EX,NULL
31680,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,ERYTHROXYLACEAE,ERYTHROXYLUM,ERYTHROXYLUM ECHINODENDRON,EKMAN,NULL,NULL,EW,NULL
31681,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MALPIGHIALES,MALPIGHIACEAE,BUNCHOSIA,BUNCHOSIA LINEARIFOLIA,P. WILSON,NULL,NULL,VU,NULL
31682,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,APIALES,ARALIACEAE,ARALIA,ARALIA REX,(EKMAN) J.WEN,NULL,NULL,CR,NULL
31683,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,CELASTRALES,CELASTRACEAE,GYMINDA,GYMINDA ORBICULARIS,BORHIDI AND O.MUÑIZ,NULL,NULL,VU,NULL
31684,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,SANTALALES,XIMENIACEAE,XIMENIA,XIMENIA ROIGII,LEÓN,NULL,NULL,VU,NULL
31685,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,APOCYNACEAE,CAMERARIA,CAMERARIA MICROPHYLLA,BRITTON,NULL,NULL,EN,NULL
31686,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,APOCYNACEAE,TABERNAEMONTANA,TABERNAEMONTANA APODA,C.WRIGHT,NULL,NULL,CR,NULL
31687,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,GENTIANALES,RUBIACEAE,PSYCHOTRIA,PSYCHOTRIA CATHETONEURA,URB.,NULL,NULL,VU,NULL
31688,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,BORAGINALES,CORDIACEAE,CORDIA,CORDIA VALENZUELANA,A.RICH.,NULL,NULL,VU,NULL
31689,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,BIGNONIACEAE,CATALPA,CATALPA BREVIPES,URB.,NULL,NULL,VU,NULL
31690,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,SCHLEGELIACEAE,SYNAPSIS,SYNAPSIS ILICIFOLIA,GRISEB.,NULL,NULL,EN,NULL
31691,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,BIGNONIACEAE,TABEBUIA,TABEBUIA ANAFENSIS,URBAN,NULL,NULL,VU,NULL
31692,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,BIGNONIACEAE,TABEBUIA,TABEBUIA BIBRACTEOLATA,(GRISEB.) BRITTON,NULL,NULL,VU,NULL
31693,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,BIGNONIACEAE,TABEBUIA,TABEBUIA FURFURACEA,URBAN,NULL,NULL,VU,NULL
31694,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,BIGNONIACEAE,TABEBUIA,TABEBUIA JACKIANA,EKMAN EX URB.,NULL,NULL,VU,NULL
31695,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,BIGNONIACEAE,TABEBUIA,TABEBUIA OLIGOLEPIS,URB.,NULL,NULL,VU,NULL
31696,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,VERBENACEAE,CITHAREXYLUM,CITHAREXYLUM TERNATUM,MOLD.,NULL,NULL,VU,NULL
31697,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,CLERODENDRUM,CLERODENDRUM DENTICULATUM,MOLDENKE,NULL,NULL,VU,NULL
31698,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,LAMIALES,LAMIACEAE,VITEX,VITEX ACUNAE,BORHIDI AND O.MUÑIZ,NULL,NULL,VU,NULL
31699,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,FAGALES,JUGLANDACEAE,JUGLANS,JUGLANS INSULARIS,GRISEB.,NULL,NULL,VU,NULL
31700,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,OXALIDALES,OXALIDACEAE,SARCOTHECA,SARCOTHECA GLOMERULA,VELDKAMP,NULL,NULL,LR/LC,NULL
31701,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,CYATHOCALYX,CYATHOCALYX SCORTECHINII,(KING) JAMES SINCL.,NULL,NULL,LR/CD,NULL
31702,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,DISEPALUM,DISEPALUM PULCHRUM,(KING) J.SINCLAIR,NULL,NULL,LC,NULL
31703,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,MONOON,MONOON CONGREGATUM,(KING) B.XUE AND R.M.K.SAUNDERS,NULL,NULL,LC,NULL
31704,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,MONOON,MONOON CUPULARE,(KING) B.XUE AND R.M.K.SAUNDERS,NULL,NULL,VU,NULL
31705,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,MONOON,MONOON MACRANTHUM,(KING) B.XUE AND R.M.K.SAUNDERS,NULL,NULL,NT,NULL
31706,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,MONOON,MONOON PRAESTIGIOSUM,(J.SINCLAIR) B.XUE AND R.M.K.SAUNDERS,NULL,NULL,VU,NULL
31707,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,GONIOTHALAMUS,GONIOTHALAMUS CALYCINUS,J.SINCLAIR,NULL,NULL,DD,NULL
31708,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,GONIOTHALAMUS,GONIOTHALAMUS CURTISII,KING,NULL,NULL,LC,NULL
31709,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,GONIOTHALAMUS,GONIOTHALAMUS HOLTTUMII,J.SINCLAIR,NULL,NULL,DD,NULL
31710,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,GONIOTHALAMUS,GONIOTHALAMUS MONTANUS,J.SINCLAIR,NULL,NULL,VU,NULL
31711,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,GONIOTHALAMUS,GONIOTHALAMUS TENUIFOLIUS,KING,NULL,NULL,LC,NULL
31712,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,MEZZETTIA,MEZZETTIA HERVEYANA,OLIVER,NULL,NULL,CR,NULL
31713,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,MILIUSA,MILIUSA AMPLEXICAULIS,RIDL.,NULL,NULL,VU,NULL
31714,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,OROPHEA,OROPHEA HASTATA,KING,NULL,NULL,LC,NULL
31715,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,MONOON,MONOON GLABRUM,(HOOK.F. AND THOMSON) B.XUE AND R.M.K.SAUNDERS,NULL,NULL,CR,NULL
31716,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,POLYALTHIA,POLYALTHIA HIRTIFOLIA,J.SINCLAIR,NULL,NULL,CR,NULL
31717,PLANTAE,TRACHEOPHYTA,MAGNOLIOPSIDA,MAGNOLIALES,ANNONACEAE,MONOON,MONOON HOOKERIANUM,(KING) B.XUE AND R.M.K.SAUNDERS,NULL,NULL,LC,NULL
